year,month,day,doy,tmin,tmax,wind,rain,et0,vpd
2017,1,1,1,23.2930489925071,32.42592062459572,0.7201895415649768,0.0,3.6249535032409397,1.0053983795651047
2017,1,2,2,23.274887132361982,28.556767985594583,1.12984207347963,0.0,2.762237496045389,0.5238616876582403
2017,1,3,3,24.136681804896654,32.22637299007737,0.88735828680083,0.0,3.513689615580394,0.9037264070578783
2017,1,4,4,23.486399036085384,32.288030344877114,0.7207470078709984,0.0,3.5755821202509788,0.9697779897104817
2017,1,5,5,22.29991729214195,31.870286806462726,0.8472403248101933,0.0,3.7009452765401556,1.0136914140625017
2017,1,6,6,22.865439380634495,31.05661127309326,0.4667706630501525,57.664290849921265,3.3097046344223027,0.86021930443717
2017,1,7,7,22.84540049176257,30.553361722277348,0.1688606883763647,0.0,3.114964036788469,0.7981684940813696
2017,1,8,8,23.611728770308265,34.744306974774624,0.5307715677117827,11.733006168941985,4.0197435247271684,1.3143121158161746
2017,1,9,9,22.798523219306325,33.619281943477276,0.5885965630224026,2.410997989435863,3.9159206527707715,1.2160757090550596
2017,1,10,10,23.241232122864734,34.63357668973216,0.805005378822478,12.358542592164463,4.192897784072779,1.329555864922463
2017,1,11,11,23.559222580271797,34.979242736248715,0.7871872881502585,48.814365401837094,4.225593683175369,1.355177352866975
2017,1,12,12,23.218797016844732,33.422466520763265,0.5581236579202999,0.008086173195018215,3.825918219786346,1.1518734670471833
2017,1,13,13,24.149931540184664,32.89425139220121,0.4507272714263775,9.594470948799067,3.55360682038556,0.9947558012344793
2017,1,14,14,22.705639173941538,30.343811480079044,0.636043732711949,11.77119034833688,3.260525925696092,0.7838276567733171
2017,1,15,15,23.485202668052924,32.409676281176935,0.6698363185314724,6.525686840917105,3.631843855401828,0.986506497132924
2017,1,16,16,23.163990713071268,27.924039510606,0.7678632552020893,8.22185490866529,2.6022707305527466,0.462909737209412
2017,1,17,17,24.34706933589403,32.58402861510059,0.7202802143723808,0.0,3.570261014474511,0.9336590009527277
2017,1,18,18,24.20894272199231,29.911742828640367,0.8859140256593593,0.0,2.953453139962094,0.6000440966082197
2017,1,19,19,24.095396124174027,33.78802943458376,1.0465727674353174,0.9668421583482902,4.037197973927129,1.1278777695023736
2017,1,20,20,24.367785766437592,32.024977383749146,0.577325790308528,0.0,3.4032422020440984,0.8555322742966105
2017,1,21,21,22.63542019455367,29.72610397502766,0.6994007817946996,0.0,3.177518142210873,0.7143904474122653
2017,1,22,22,23.456382028882853,24.83819041471456,0.8220793064376991,0.0,1.4989029806829792,0.12472206918531148
2017,1,23,23,24.214915577182694,25.118688833684914,1.0748559056670937,3.042379890558454,1.2701008396843365,0.08380792966988615
2017,1,24,24,22.696981413637815,30.950575309933186,0.9061622400934106,32.12446114714755,3.5386290358871513,0.8608048282153451
2017,1,25,25,23.212697971078352,29.899923649309386,1.0769102402060944,0.4647322451279714,3.224550858494166,0.6864928324951305
2017,1,26,26,23.56530636045881,32.02865133206598,1.163943645687379,0.0,3.7572933687721197,0.927767586360583
2017,1,27,27,22.514321248278943,32.62214581939909,0.88117624305894,0.0,3.9742334126496943,1.098276883690081
2017,1,28,28,22.583185778156963,33.51238343233018,0.8639594068521983,1.9638064781872917,4.168577142367204,1.2185739748714766
