year,month,day,doy,tmin,tmax,wind,rain
2020,1,1,1,24.49046267404416,33.448658233160586,1.953928541000657,4.230835677811857
2020,1,2,2,24.156489156974615,33.578348186045304,2.225484334616016,0.0
2020,1,3,3,25.916921350248746,33.44882822351668,2.622771898897751,0.0
2020,1,4,4,24.506679163047703,30.84689181027727,2.9448140991908383,0.0
2020,1,5,5,24.554241469523152,33.2304010291873,2.3457202080023265,5.8521568091755265
2020,1,6,6,23.789151240843545,32.391807520647475,1.8908141856438776,0.0
2020,1,7,7,26.035724347932206,33.08204107291635,2.325846461215345,0.0
2020,1,8,8,25.626011475664342,33.87214832931443,2.2637448882469258,0.0
2020,1,9,9,24.59768575444313,31.825485515020063,2.269785744848589,0.0
2020,1,10,10,24.658501452280795,33.20179530539405,2.3894543476000583,0.0
2020,1,11,11,23.38780183004602,33.73276811700333,3.0942045679836814,0.0
2020,1,12,12,23.397900025968877,33.29052235224868,3.083309166488895,9.141854274055627
2020,1,13,13,24.33568018132386,33.899894499528784,2.8787375080858837,0.0
2020,1,14,14,26.358505474174834,33.88602526832744,2.0807615739008267,15.126351355418636
2020,1,15,15,24.227175431100715,33.662832330278995,1.2048363906542159,16.099711199512107
2020,1,16,16,24.33265144761461,32.182559118503114,2.0018252183961294,0.12640921292494164
2020,1,17,17,24.592542458837972,32.18601569543269,2.438607797838723,7.468522105689158
2020,1,18,18,24.32830481721115,28.789678799987172,1.9694439616492398,0.0
2020,1,19,19,23.849878587483843,33.0726331397853,1.764494958238405,0.0
2020,1,20,20,24.22980913419789,33.86658603048436,1.916583849379633,0.0
2020,1,21,21,24.566468881337805,33.84352003947891,2.5411839412465604,2.8178435968964024
2020,1,22,22,24.85969692832517,32.46887966596229,2.475141622421383,0.0
2020,1,23,23,25.701623649758446,33.47900996936585,1.9599796717588895,0.0
2020,1,24,24,25.705758788423548,31.58734800755089,2.9709014601861936,0.0
2020,1,25,25,25.31981073783907,30.112567328557958,1.6143949242970446,0.0
2020,1,26,26,24.416289982424825,33.30892141148537,1.9651697338544931,0.0
2020,1,27,27,25.179373408001368,33.88390212783892,2.8471603884913117,0.0
2020,1,28,28,25.325713634765126,33.890937703245235,3.1597433792762244,0.0
2020,1,29,29,24.271997095483307,32.83251402115703,3.7299223732127573,0.0
2020,1,30,30,26.414190612399636,33.70843450056937,3.4283797098085165,0.0
