year,month,day,doy,tmin,tmax,wind,rain,et0,vpd
2016,1,1,1,25.00585693218406,31.89686861980354,3.012591209972726,0.0,3.708953130245953,0.7791261474712021
2016,1,2,2,25.17058762307476,31.26853613421081,2.228323760626073,0.0,3.2960476344870266,0.6808121463359265
2016,1,3,3,25.052488225934578,32.237656295627495,3.3286527062535884,0.0,3.891740214475116,0.8206545425573677
2016,1,4,4,25.397429242839625,32.40336881648246,2.6253457612687123,0.0,3.7143672050863348,0.8103436606621193
2016,1,5,5,24.333378545496128,31.336116007772436,2.6543358734377027,0.0,3.6270314772238557,0.7675641676346103
2016,1,6,6,25.02587658328711,31.743304482932093,3.3988342418128377,1.941520883784109,3.729587255829036,0.7567869265451983
2016,1,7,7,25.01061136795629,31.893088231377654,3.63464018321082,26.281060551799673,3.8384564831787884,0.778172139890478
2016,1,8,8,24.373022093580097,31.288485240508155,3.7406023533789914,0.0,3.8114576859463334,0.7577619509988653
2016,1,9,9,23.700022660721185,31.850310673864215,2.8606808654011315,0.0,4.025790700996727,0.8920459148999522
2016,1,10,10,25.002169006421227,30.694267304229307,2.6775590820346453,0.0,3.234128877381129,0.6233988094343217
2016,1,11,11,24.28958011052667,32.01539863342183,1.5613245996528313,0.0,3.616032598512494,0.8613689376192464
2016,1,12,12,25.797695194111142,31.41263526551368,2.2056955765840387,0.0,3.202392621566778,0.6388826273916632
2016,1,13,13,26.120102323054933,31.426159833198128,1.7941537606778724,0.0,3.0579806699185164,0.6086835449881476
2016,1,14,14,25.598075777363622,30.22323648064979,2.3017469427232617,0.0,2.8491097338695126,0.5076507385880658
2016,1,15,15,25.527368688019024,32.02909115864736,2.2400664109020845,0.0,3.5086631164718187,0.7469686276469987
2016,1,16,16,25.205554956068394,32.52357758971666,2.7054129363655037,0.0,3.8697511330000047,0.8452516273712165
2016,1,17,17,24.80303996814264,31.47985649775298,3.2260486787521176,0.745117220284341,3.701685718138764,0.7429938709672279
2016,1,18,18,24.785474050295804,31.786483843943266,2.644243318022547,16.57436810868781,3.7138902208178557,0.7850911613769083
2016,1,19,19,24.194586978373987,32.548311957217614,3.263489931997582,0.01610246943397722,4.2921069728607355,0.9425755202698851
2016,1,20,20,24.914891537506445,30.612769710003636,1.423892781617282,5.736896865928417,3.07027949095503,0.6213704293377043
2016,1,21,21,25.280478470122397,31.824648998673172,1.6775353168735792,0.0,3.415522197997826,0.7433874253052726
2016,1,22,22,24.42155332564078,31.846940438910092,2.020293332159141,0.0,3.706560789862758,0.8267738474678938
