5.9714
year,month,day,tmin,tmax,wind,rain
# Kota Kinbalu, Sabah; 5.9714, 116.0952; 2016-2020
2016,1,1,23.4,32.1,1.5000012,0
2016,1,2,24.6,31.6,1.5555568,0
2016,1,3,25.4,31.5,1.38889,9.14
2016,1,4,25.2,33.1,1.4444456,5.33
2016,1,5,25.9,32.3,1.8611126,0
2016,1,6,25.8,31.9,1.5833346,0
2016,1,7,25.7,32,2.0000016,0
2016,1,8,26,32.5,1.7500014,0
2016,1,9,26.4,32.5,1.6944458,0
2016,1,10,24.7,32.5,1.6388902,0
2016,1,11,25.5,32.9,1.5555568,0
2016,1,12,25.3,33.4,1.5000012,1.02
2016,1,13,24.6,32.8,1.5555568,0
2016,1,14,24.5,32.4,1.8611126,0
2016,1,15,25,33.6,1.3333344,0
2016,1,16,25,32.1,1.5833346,0
2016,1,17,25.2,33,1.2222232,0
2016,1,18,26,32,1.7500014,0
2016,1,19,25.5,31.6,1.9166682,0
2016,1,20,24.6,32.8,1.2777788,0
2016,1,21,23.5,32.6,1.1388898,1.52
2016,1,22,24.4,32.9,1.6388902,0
2016,1,23,24.3,32.1,2.4166686,0
2016,1,24,24.4,31.7,3.194447,0
2016,1,25,22.9,32.1,2.222224,0
2016,1,26,23.2,33.4,1.1944454,0
2016,1,27,23.4,33,1.5555568,0
2016,1,28,23.9,33.8,1.3333344,0
2016,1,29,23.8,32.9,1.5555568,0
2016,1,30,25.4,32.4,1.1944454,0
2016,1,31,23.7,32.5,1.9166682,0
2016,2,1,23.4,33.9,1.6388902,0
2016,2,2,24.1,31.5,2.4722242,0
2016,2,3,25.4,33.3,1.5000012,0.51
2016,2,4,25.9,33.4,1.4444456,0.51
2016,2,5,25.7,32.5,2.4166686,0
2016,2,6,25,32.6,3.8055586,0
2016,2,7,25.6,28.2,2.9444468,6.1
2016,2,8,24.5,32.6,1.5000012,10.16
2016,2,9,25.6,32.4,1.3333344,0
2016,2,10,25.8,32.6,1.6388902,0
2016,2,11,24.5,32.9,1.5555568,0
2016,2,12,25.7,32.3,1.38889,0
2016,2,13,26.5,31.6,1.9166682,0.51
2016,2,14,23.8,33.7,1.8611126,0
2016,2,15,24.2,32.1,2.5277798,29.72
2016,2,16,23.9,31.1,2.0555572,0
2016,2,17,25.2,32.4,2.0000016,0
2016,2,18,24.8,32.9,2.4166686,3.3
2016,2,19,24,32,2.0000016,0
2016,2,20,23.3,31.6,2.77778,0
2016,2,21,23.9,31.1,2.2500018,0
2016,2,22,24,32,1.5833346,0
2016,2,23,24.7,32.7,1.5833346,0
2016,2,24,23.8,31.1,3.2500026,0
2016,2,25,21.5,31.6,2.9444468,0
2016,2,26,25.5,31.9,2.2500018,0
2016,2,27,23.9,32.1,2.8888912,0
2016,2,28,25.4,31.7,2.361113,0
2016,2,29,25.4,32.3,2.0555572,0
2016,3,1,24.2,32.1,1.5833346,0
2016,3,2,24.8,31.6,2.0555572,0
2016,3,3,25.9,32.4,1.7500014,0
2016,3,4,26.2,32.9,2.222224,0
2016,3,5,25.3,31.9,1.805557,0
2016,3,6,25.7,32.4,2.1666684,0
2016,3,7,24.5,32.5,2.0000016,0
2016,3,8,25.7,32.8,2.0555572,0
2016,3,9,25.5,33.5,1.5833346,0
2016,3,10,25.6,33.6,1.5555568,0
2016,3,11,26.2,34.3,1.4444456,0
2016,3,12,26.2,33,2.0000016,0
2016,3,13,24,33.2,1.2222232,0
2016,3,14,25.1,34,1.2222232,0
2016,3,15,25.2,31.9,2.3055574,0
2016,3,16,25.4,33.1,1.5833346,0
2016,3,17,24.3,32.6,1.7500014,0
2016,3,18,24.5,32.9,1.5000012,0
2016,3,19,26.3,32.8,1.6944458,0
2016,3,20,25.9,32.4,1.5555568,0
2016,3,21,25.8,34,1.38889,0
2016,3,22,26.5,34.2,1.8611126,0
2016,3,23,26.1,33.9,1.4444456,0
2016,3,24,25.5,34.7,1.805557,0
2016,3,25,23.5,32.9,2.0000016,14.99
2016,3,26,24.9,32.7,1.944446,0
2016,3,27,24.2,32.5,3.2500026,0
2016,3,28,24.3,32,2.5833354,0
2016,3,29,24,32.6,1.805557,0
2016,3,30,25.1,33.1,1.5833346,0
2016,3,31,26.2,33.7,1.5555568,0
2016,4,1,26,33.4,1.6944458,0
2016,4,2,25.1,34.4,2.0000016,0
2016,4,3,25.1,34.1,2.1111128,0
2016,4,4,25.6,34.3,1.5833346,0
2016,4,5,26,34.5,2.0000016,0
2016,4,6,26,34.9,1.8611126,0
2016,4,7,25.6,34.7,2.0555572,0
2016,4,8,26.4,34.8,2.0555572,0
2016,4,9,25.3,34.9,1.6388902,0
2016,4,10,25.4,35,1.7500014,5.84
2016,4,11,25.2,34.1,1.3333344,9.91
2016,4,12,24.8,32.3,1.4444456,7.87
2016,4,13,25.6,33.9,1.944446,21.08
2016,4,14,24.6,33.2,1.805557,2.54
2016,4,15,25,34,1.5000012,0
2016,4,16,25.7,34.6,1.8611126,0
2016,4,17,25.3,34.3,2.1666684,0
2016,4,18,25.4,34.7,1.805557,0
2016,4,19,26.3,34.3,2.0555572,0
2016,4,20,25.5,34.9,2.0555572,0
2016,4,21,25.5,34.8,1.944446,0
2016,4,22,25.5,34.9,1.944446,0
2016,4,23,25,34.8,1.5833346,0.51
2016,4,24,25.5,34.8,2.222224,0.25
2016,4,25,26.2,34.8,2.222224,0
2016,4,26,26.4,36,1.4444456,0
2016,4,27,26.3,34.5,1.9166682,7.87
2016,4,28,25,35.1,1.4444456,0.25
2016,4,29,24.8,34.4,2.2500018,0
2016,4,30,25.3,34.5,1.6944458,5.84
2016,5,1,25.7,35,2.0000016,1.02
2016,5,2,25.4,35.2,1.805557,0.51
2016,5,3,24.4,34.9,1.944446,0
2016,5,4,23.9,34.2,1.805557,10.92
2016,5,5,25.4,33,2.222224,0
2016,5,6,25.9,35.6,1.7500014,0
2016,5,7,25.3,35,1.805557,3.3
2016,5,8,25.7,36.5,1.805557,0
2016,5,9,25.2,34.3,2.361113,8.64
2016,5,10,25.9,35.4,1.5000012,0
2016,5,11,26.7,35.6,1.9166682,0
2016,5,12,26.1,35.8,2.1666684,0
2016,5,13,25.9,35.2,1.7500014,3.3
2016,5,14,26.2,36.2,1.7500014,0.51
2016,5,15,26.3,35.2,1.8611126,35.81
2016,5,16,26.2,34.7,1.944446,0
2016,5,17,25.8,33.1,2.3055574,0
2016,5,18,25.2,34.5,1.9166682,2.29
2016,5,19,24.5,34,1.5555568,27.69
2016,5,20,26,34.7,1.6388902,0
2016,5,21,26.3,35.1,1.5000012,0
2016,5,22,25.7,34,2.6111132,0.51
2016,5,23,25.4,32.4,2.3055574,7.11
2016,5,24,25,34.6,1.5000012,1.52
2016,5,25,26.1,34.8,1.38889,0
2016,5,26,25.2,34.4,1.6388902,0
2016,5,27,26.2,34.9,2.77778,0
2016,5,28,25.7,35.3,2.361113,0
2016,5,29,25.2,35.4,1.5833346,1.02
2016,5,30,25.3,34.9,1.6944458,8.38
2016,5,31,24.6,32.9,1.6388902,6.35
2016,6,1,24.3,32.1,2.222224,50.04
2016,6,2,25.8,32.6,1.5000012,0
2016,6,3,26.1,34,1.5833346,0
2016,6,4,23.9,32.3,1.8611126,1.02
2016,6,5,23.5,33.2,1.944446,139.7
2016,6,6,25.4,34.4,1.805557,0
2016,6,7,24.5,34.9,1.4444456,0
2016,6,8,26.5,34.3,1.5555568,0
2016,6,9,25.1,34.3,1.6944458,0
2016,6,10,24.6,33.8,1.8611126,0
2016,6,11,24.5,34.2,1.6944458,0.76
2016,6,12,25.2,34.1,1.5833346,1.78
2016,6,13,24.6,32.2,2.3055574,11.43
2016,6,14,24.8,34.4,2.1111128,0
2016,6,15,24.4,34.1,1.8611126,0.51
2016,6,16,25.5,33.7,2.0555572,0
2016,6,17,25.8,34.2,2.0000016,0
2016,6,18,25,33.8,1.5833346,0.51
2016,6,19,24.7,34,2.9722246,0
2016,6,20,22.6,29.3,1.7500014,74.17
2016,6,21,24.1,33,1.1388898,0
2016,6,22,25.1,32.4,1.7500014,0
2016,6,23,23,31.8,2.361113,9.91
2016,6,24,23.5,34.5,1.5833346,10.92
2016,6,25,24.1,30.5,2.9444468,0
2016,6,26,23.9,35,2.0555572,24.64
2016,6,27,24.5,30.6,3.5000028,0
2016,6,28,22.3,32.6,1.2777788,42.67
2016,6,29,24.7,32.7,1.8611126,0
2016,6,30,26.1,33.7,1.2777788,0
2016,7,1,24.7,33.6,1.3333344,0
2016,7,2,25.5,34.3,1.5833346,0
2016,7,3,25.2,34.3,1.5000012,0
2016,7,4,24.9,34.4,1.5000012,0
2016,7,5,25.6,34.4,2.0555572,0
2016,7,6,24.7,34.4,1.8611126,0
2016,7,7,24.8,34.2,1.805557,0
2016,7,8,23.8,34.4,1.6944458,0
2016,7,9,25.6,35.4,1.6944458,0
2016,7,10,25.3,34.8,1.7500014,0
2016,7,11,25.4,34.9,1.5555568,0.51
2016,7,12,25.1,34.5,2.4166686,0
2016,7,13,23.4,34.3,2.1111128,1.02
2016,7,14,24.8,35,2.6666688,0
2016,7,15,23.7,34.2,2.2500018,2.03
2016,7,16,24.1,34.3,2.222224,3.81
2016,7,17,24,34.1,2.222224,1.52
